,Song,Artist,Lyricist,Composer,Lyric
10,君からの贈り物,"
ちゃんみな",ちゃんみな,ちゃんみな・Ryosuke“Dr.R”Sakai,All right you're wonderful 君は最高だよ OK you love me so 記憶にはあるよ 君といた一年中 幸せだったのよ全部 我を忘れるくらいの 愛でした 君からはたくさんの プレゼントをもらった 大事にしてるの darling 君のおかげで 瞑想が得意になった リラックスの極意と 英語だらけの病を 有難う Oh 今でも染み付いてる ねぇ神様は笑ってる グルーヴに乗って作曲 君のおかげだよ ペンが超進む 君と別れて数日後 夜はよく眠れる ey 朝は散歩してるの 近所のママに hey 君といた一年中 幸せだったのよ全部 我を忘れるくらいの 愛でした 君からはたくさんの プレゼントをもらった もう充分だわ darling 君のおかげで 瞑想が得意になった リラックスの極意と 英語だらけの病を 有難う 有難う愛しい人よ 君のおかげで私は 占いの先生と精神科の先生 と仲良くなれたの 君のおかげで 瞑想が得意になった リラックスの極意と 英語だらけの病を 有難う 君のおかげで 君がいない事が 幸せだったと 愛されるべきだと 本気で思ったわ 有難う愛しい人よ 君と別れて私は 占いの先生と精神科の先生 と疎遠になったよ 有難う愛しい人よ
11,君が勝った,"
ちゃんみな",CHANMINA,CHANMINA・JIGG,Baby you wanna play？ You know I love the game 歌え遠吠え 歌え遠吠え Can you celebrate？ 黒いバラを君にあげる I am so friendly 霧がかかりなにも見えてないです 笑え笑え今は傷つけて 君が羨ましくて泣けるなんで 君が勝ったそう思った Wednesday I'm like a boss yeah どこに行くとしても 全部顔パスで通される頼んでないのに And the boys want to touch me Look at my gorgeous body You know what I 欲しくない でも買える Lamborghini Baby I got a money 知らないうちに入る money 何？だから何？別に何も欲しくない Love it インスタにもlove it みんな私を呼ぶ名“Queen” Okay だけどでも私幸せではないの Baby you wanna play？ You know I love the game 歌え遠吠え 歌え遠吠え Can you celebrate？ 黒いバラを君にあげる I am so friendly 霧がかかりなにも見えてないです 笑え笑え今は傷つけて 君が羨ましくて泣けるなんで 君が勝ったそう思った Wednesday 嫌いになんないでbaby 私 少し、少しだけ問顆あって 少し、少しだけ問題あってさ Boy do you think I'm crazy (boy do you think) yes I am but you the same (君も同じ) Boy do you think I'm crazy (どうせ君も) そう思うでしょ 何もうまくいかない 君が幸せそう 誰も話しかけない 何が幸せだ 私も彼女みたいになりたいけど I'm a loser 今日だけは悲しい歌歌う Baby you wanna play？ You know I love the game 歌え遠吠え 歌え遠吠え 負けた女の これは賛美歌 君に歌う I am so friendly 霧がかかり何も見えてないです 笑え笑え今は傷つけて 君が羨ましくて泣けるなんで 君が勝ったそう思ったWednesday I am so friendly 君が勝った I am so friendly...
12,Can U Love Me,"
ちゃんみな",CHANMINA・Marlon“Chordz”Barrow,CHANMINA・Marlon“Chordz”Barrow,あー今日は早く終わった 溜まってた家事も終わらしたしな YouTube を垂れ流してもケータイは no message あーまだメイクは落とさない まだ今日は終わらせたくないんだよな でもどうせ今日もどうせ絶対今日も 誰か今からご飯でも行かない？って インスタの親しい友達に公開 いや今はお前じゃない 大好きけど今日は違う ほら見て空回ってばかりで大変 そろそろ恋がしたい Can u love me？ (Can u love me？) Can u love me？ (Can u love me？) 今ならなんか本気で愛が 出来そうなのにあなたはどうなの？ Can u love me？ (Can u love me？) Can u love me？ (Can u love me？) 誰でもいいわけじゃないのよ でも私の事どう思うの？ 神様ねぇねえ神様 なんでこんなに強い女に 作り上げたのねぇなんで 正直1人で生きてける だから可愛げがなさすぎる この国はそんな子は モテない呪いがあるんだ 誰か紹介してって今日も言われた 何かの間違いで突然好きになってくれないかな Can u love me？ (Can u love me？) Can u love me？ (Can u love me？) 今ならなんか本気で愛が 出来そうなのにあなたはどうなの？ Can u love me？ (Can u love me？) Can u love me？ (Can u love me？) 誰でもいいわけじゃないのよ でも私の事どう思うの？ Can u be my baby yeah 私じゃダメなの？ I will make you happy yeah 毎日歌うよ Can u be my baby yeah 私じゃダメなの？ I will make you happy yeah 毎日歌うよ Can u love me？ (Can u love me？) Can u love me？ (Can u love me？) 今ならなんか本気で愛が 出来そうなのにあなたはどうなの？ Can u love me？ (Can u love me？) Can u love me？ (Can u love me？) 誰でもいいわけじゃないのよ でも私の事どう思うの？
13,KING,"
ちゃんみな",ちゃんみな・Pliznaya・Trev Case,ちゃんみな・Pliznaya・Trev Case,えいやー登りつめすぎた Yo man 席替えは終わった 私の名前呼ぶときは 尊敬の意を見せろ やいや I've been running laps laps laps laps laps Go ahead and fall back back back back back Yo man 席替えは終わった 今や私が王様 Tap tap まだ異世界 Queen bitch にされてから心地悪い 苦しみの始まりは black money 大好物なんだよ限界が幻覚を呼んでる No drags なのに変だろ Imagine am I sick？ Am I king？ 誰かが言ったのあいつは逝ってる 有難いな えいやー登りつめすぎた Yo man 席替えは終わった 私の名前呼ぶときは 尊敬の意を見せろ やいや I've been running laps laps laps laps laps Go ahead and fall back back back back back Yo man 席替えは終わった 今や私が王様 ほら玉座に座って 足組んで威張ってたから 私みたいなやつに飼われて そうやって死ぬから How are you feeling 楽しかった？ 最高じゃん死は素晴らしい だからむしろ羨ましい ありがとね えいやー登りつめすぎた Yo man 席替えは終わった 私の名前呼ぶときは 尊敬の意を見せろ やいや I've been running laps laps laps laps laps Go ahead and fall back back back back back Yo man 席替えは終わった 今や私が王様 Who put that work in？ You didn't but I did Who put that work in？ You didn't but I did えいやー登りつめすぎた Yo man 席替えは終わった 私の名前呼ぶときは 尊敬の意を見せろ やいや I've been running laps laps laps laps laps Go ahead and fall back back back back back Yo man 席替えは終わった 今や私が王様
14,GREEN LIGHT,"
ちゃんみな",CHANMINA・Ryosuke“Dr.R”Sakai・Tova Litvin・Adam Kapit,CHANMINA・Ryosuke“Dr.R”Sakai・Tova Litvin・Adam Kapit,"Break in Don't stop it I'm coming on in まだあなたをよく知らない Like a アダムとイブ 忍び足 吐息混じり So スキャンダラス night 当てつけないでよジェラシー もしそうならあの世でcemetery RIP I'ma love you like a ecstasy If ya get with me Then ya getting me, uh もしあなたが遊びたいなら ライトをグリーンにすればいい このライトが赤のままじゃ 何もしない When the lights go... Green light, green light You want that Green light, green light Na na na na na Green light, green light I got that green light Oh oh oh oh oh On your mark And are ya ready Ready set and go like いいならgo It's time for a show right？ It's time for a show right？ No you never say no right？ ねぇまだだめまだ赤じゃない 焦らないで la la la la ドアキー渡したら5分後に ドアをノックして la la la la もしあなたが遊びたいなら ライトをグリーンにすればいい このライトが赤のままじゃ 何もしない When the lights go... Green light, green light You want that Green light, green light Na na na na na Green light, green light I got that green light Oh oh oh oh oh Green light, green light You want that Green light, green light Na na na na na Green light, green light I got that green light Oh oh oh oh oh もしあなたが遊びたいなら ライトをグリーンにすればいい このライトが赤のままじゃ 何もしない When the lights go... Green light, green light You want that Green light, green light Na na na na na Green light, green light I got that green light Oh oh oh oh oh"
15,Call,"
ちゃんみな",CHANMINA,CHANMINA・JIGG,多分夢を見てたみたい 一瞬だけど光が見えた すごく綺麗でとても綺麗で だから涙がでるの 君もちょっとだけ私の事好きだったのは 気付いてたのも気付いたでしょ 顔だけ可愛い子が好きなのね あの子は甘えて君はニヤける 超わかりやすいんだね 性格良いけど私はタイプじゃない just friends よくわかった今夜さよなら 付き合っちゃいなよ (あの子と) 浮気されろ (されろ) 傷ついても don't don't don't don't don't Don't call call call call call あの子みたいに (わたし) 軽くないんだよ (きみは) 落ちてけば？ どんどんどんどんどん Don't call call call call call me baby 私だって出来る限りの 愛情表現はしてたよ 上手い下手は置いといて You know 減多に送らない 会いたいなって LINE なのに比べて君は (no no) 何がしたいのかわかんないんだよね 私をちょっと気にしてるくせに 決定的な事はいつまでも言わないし 君のその感じすっごい嫌なんだ just friends よくわかった今夜さよなら 夏のせいだ (せいだ) 都会なのに (なのに) 星が降る だんだんだんだんだん No call call call  call  call もう嫌になって (わたし) 背を向ける頃 (いつも) 引き止める君 don't don't don't don't don't Just don't don't don't don't make me crazy She looks so perfect I'm so happy for you 付き合っちゃいなよ (あの子と) 浮気されろ (されろ) 傷ついても don't don't don't don't don't Don't call call call call call あの子みたいに (わたし) 軽くないんだよ (きみは) 落ちてけば？ どんどんどんどんどん Don't call call call call call me baby
16,SAD SONG,"
ちゃんみな",CHANMINA,CHANMINA・97・Natsuhiko Okamura,"This is a fxxking sad song for you guys It's fxxking hard to say it, goodbye Did you see that beautiful moon and stars？ 前見た時より綺麗だ Hello how are you はじめまして ずっと会いたかったんだよ 君に会うまでの間 少しだけ心配してた でも君はなんて事ないって顔してる ずっとそばにいてよ こんなご時世にさ そんなわがままダメなのかな This is a fxxking sad song for you guys It's fxxking hard to say it, goodbye So tell me この夢が終わる時はそっと教えてね This is a fxxking love song for you guys さよならはまだ先でしょう もう少しこうしてたい できるだけ 本当のこと教えてよ 後で悲しみたくないの 例えば君の正体は お化けだったとかさ でもきっと今のところ それでもいいってくらい君が好きだ ほら見てそんな感じで笑うから 変な話だよね 背が止まる頃に 永遠って言葉を疑うのかな 願うならこんな私が 死んでもこの愛だけは せめて 残って咲いてますように 今はただこんな私の この音とこんな歌声を 信じていて欲しいんだ できるだけ It's hard to say it I can't say it I never say it I don't want to say it It's hard to say it I can't say it 願うならこんな私が 死んでもこの愛だけは せめて 残って咲いてますように 今はただこんな私の この音とこんな歌声を 信じていて欲しいんだ This is a fxxking sad song for you guys It's fxxking hard to say it, goodbye So tell me この夢が終わる時はそっと教えてね This is a fxxking love song for you guys さよならはまだ先でしょう もう少しこうしてたい できるだけ 永遠って事にしておこうよ このままずっと笑いあってよう 子供みたい永遠なんてないとか なんて言われても関係ない もしもこの夢が覚めたとして もう一度歌って叫んででもI cannot say it さよならはできないから"
17,She's Gone,"
ちゃんみな",CHANMINA,CHANMINA・RYUJA・Yui Mugino,何度も道を間違えたはず その度に失った人も数々 まだ12だったタバコをくわえた ふかす煙どうにでもなれと思った でもこれだけは違った幼いわたしが 大事に守った唯一の宝 もちろん家族や友達 でもそれ以上このメロディーと歌詞 勉強もろくにしなかった私は ノートを開いて音を描いた 先生に怒られてした言い訳は 勉強はいらないこれがわたしの将来 バカのまま飛び出した学校に 中指を立てていく当て無し ただ強く握った手のひらの中の 楽譜を信じて怖さに耐えた Wow wow wow hey 自信がもてなくて強がりで怯えてた little girl はもういないの she's gone baby Hey 彼女は戻らないの永久に she's gone 立ち上がるのさよなら ya you know？ she's gone 4月2日全てが変わった 赤の他人が心無い言葉 私の全て知った気でいる 昔だったら当然ぶっ飛ばしてる 可愛くないとか人生クソイージーって ふざけんな見えてるものが全てじゃない いい大人が私にかける言葉 死ねクソブスって この世界どうなってんだ 痛くて怖くて大事な声が聞こえなくなって それでも上に行こうと言いたいことを飲み込んで ボロボロになった ah are u happy？ それでも歌ってた 思い描いてた場所じゃない でも今更戻れやしない もってんだ人並み以上の覚悟と期待 listen 私だけの人生の日記 Wow wow wow hey 自信がもてなくて強がりで怯えてた little girl はもういないの she's gone baby Hey 彼女は戻らないの永久に she's gone 立ち上がるのさよなら ya you know？ she's gone This is my story ah can you hear me 辛かった日々乗り越えた意味は今このステージで歌うために This is my story ah can you hear me 楽しかった日々がここにある意味はいつかのステージで歌うために The little girl u knew is gone Wow wow wow hey 自信がもてなくて強がりで怯えてた little girl はもういないの she's gone baby Hey 彼女は戻らないの永久に she's gone 立ち上がるのさよなら ya you know？she's gone
18,想像力,"
ちゃんみな",ちゃんみな,ちゃんみな・JIGG,私は捻くれ者だ ようやく分かった 両親は悪くない 愛を受けて育った 美しさを大きく示しなさい そう願いを込めて私の名前はつけられた 小さい頃から音楽と育って ピアノやバレエに夢中だったんだ ひとりっ子変な子いじめられっ子貧しい子 そんな私はずっとこもって夢を作っていた まぁ色々あったけども2017年 18歳の時にメジャーデビューが出来た それから私はちゃんみなとして 色々な音楽を作っていったんだ マリファナもやらないしドラッグもしない むしろやった事もカスった事も一度もない それなのに私は年々と段々と 音楽に出会った時から変な夢を見るようになったんだ ピンクの空間 私は裸 アニメになった友達は泣いてて 急に降った雨は絵の具に 逃げようとしたら海になって飛んじゃうんだ 大人になっても人と分かり合えなかったことは何回だってあった だけどその度虚しいとか悲しいとかはもう既に無かった 私には音楽があったから歌詞にしちゃえばいい 歌詞になっちゃえばおかしなこと言っても驚かれないでしょ でも人を憎む悔しさや 人を愛す愚かさと 君を愛す静けさは 誰かにわかってほしかった 人をこれで泣かすのには千度泣け もうはるかに超えた気がするが君は泣いてくれているかい ある日捨てられたゴミが私に話をかけてきはじめて その時から眠れなくなって苦しかったんだ 誰に相談しても私が見る世界の正体は分からなかった ある日幻覚幻聴と言われて医者に見てもらったこともあった 彼は優しい声で私にこう言ったんだ 「先生言わないからさ。ドラッグ一緒にやめようよ。 ラッパーとかは大体さ、やってるから大丈夫だよ」 その一言で帰った8千円払ってその一言で帰ったんだ ピンクの空間 私は裸 アニメになった友達は泣いてて 急に降った雨は絵の具に 逃げようとしたら海になって飛んじゃうんだ
19,Sober,"
ちゃんみな",ちゃんみな・Adam Kapit・Faye Medeson,ちゃんみな・Adam Kapit・Faye Medeson,"1 we are still so wild baby and 2 your perfect kiss だっけ You put me through the ringer, ringer Yeah you put me through the ringer, ringer けどいつだって強引に 私を落として困らせて謝らせて 今思えば who do you think you are 今からだって思えば何でだっけ？ 私を泣かせた？いや勘違いしないでよ 傷ついてもなければ逆に泣いてたじゃん 子供だった but そんなとこが 好きだった but 度がすぎた Did you think that I was gonna give up to you？ 傷つけたなら謝っておく Oh I won't cry no no no no more tears No no no no no no And you don't cry 泣かないでよ oh boy I No no no no no no I'm sober no high on your love And I'm not your mom You think that I care, I don't care You think that I care, I don't care I'm sober so glad it's over Without you I'm good You think that I care, I don't care You think that I care, I don't care 今も昔もそうだけど 決して本気じゃなかった訳じゃないの わかるでしょ 知ってるでしょ I'm so good girl きっと我慢の壺みたいな物があって たまたま小さな事で溢れただけだと思ってたけど違うの あなたは変わってしまったって私は言ったけど違ったね きっとずっとずっともっと前から プライドばっか高い liar だった 私の大事な仕事も友達のことも指差して笑って 嫌って酔っ払ってそばにいてって 勝手だったそりゃ未練なんて Oh I won't cry no no no no more tears No no no no no no And you don't cry 泣かないでよ oh boy I No no no no no no I'm sober no high on your love And I'm not your mom You think that I care, I don't care You think that I care, I don't care I'm sober so glad it's over Without you I'm good You think that I care, I don't care You think that I care, I don't care You think that I care, I don't care… Oh I won't cry no no no no more tears No no no no no no And you don't cry 泣かないでよ oh boy I No no no no no no もう二度と戻らないよ 悪いけど You think that I care, I don't care You think that I care, I don't care 本気だよ出て行けよ Without you I'm good You think that I care, I don't care You think that I care, I don't care"
