,Song_Title,Artist,Lyricist,Composer,Lyric
10,馬と鹿,"
米津玄師",米津玄師,米津玄師,歪んで傷だらけの春 麻酔も打たずに歩いた 体の奥底で響く 生き足りないと強く まだ味わうさ 噛み終えたガムの味 冷めきれないままの心で ひとつひとつなくした果てに ようやく残ったもの これが愛じゃなければなんと呼ぶのか 僕は知らなかった 呼べよ 花の名前をただ一つだけ 張り裂けるくらいに 鼻先が触れる 呼吸が止まる 痛みは消えないままでいい 疲れたその目で何を言う 傷跡隠して歩いた そのくせ影をばら撒いた 気づいて欲しかった まだ歩けるか 噛み締めた砂の味 夜露で濡れた芝生の上 はやる胸に 尋ねる言葉 終わるにはまだ早いだろう 誰も悲しまぬように微笑むことが 上手くできなかった 一つ ただ一つでいい 守れるだけで それでよかったのに あまりにくだらない 願いが消えない 誰にも奪えない魂 何に例えよう 君と僕を 踵に残る似た傷を 晴れ間を結えばまだ続く 行こう花も咲かないうちに これが愛じゃなければなんと呼ぶのか 僕は知らなかった 呼べよ 恐れるままに花の名前を 君じゃなきゃ駄目だと 鼻先が触れる 呼吸が止まる 痛みは消えないままでいい あまりにくだらない 願いが消えない 止まない
11,まちがいさがし,"
菅田将暉",米津玄師,米津玄師,まちがいさがしの間違いの方に 生まれてきたような気でいたけど まちがいさがしの正解の方じゃ きっと出会えなかったと思う ふさわしく 笑いあえること 何故だろうか 涙がでること 君の目が貫いた 僕の胸を真っ直ぐ その日から何もかも 変わり果てた気がした 風に飛ばされそうな 深い春の隅で 退屈なくらいに何気なく傍にいて 間違いだらけの 些細な隙間で くだらない話を くたばるまで 正しくありたい あれない 寂しさが 何を育んだでしょう 一つずつ 探し当てていこう 起きがけの 子供みたいに 君の手が触れていた 指を重ね合わせ 間違いか正解かだなんてどうでもよかった 瞬く間に落っこちた 淡い靄の中で 君じゃなきゃいけないと ただ強く思うだけ 君の目が貫いた 僕の胸を真っ直ぐ その日から何もかも 変わり果てた気がした 風に飛ばされそうな 深い春の隅で 誰にも見せない顔を見せて 君の手が触れていた 指を重ね合わせ 間違いか正解かだなんてどうでもよかった 瞬く間に落っこちた 淡い靄の中で 君じゃなきゃいけないと ただ強く思うだけ
12,あなたがいることで,"
Uru",Uru,Uru,どんな言葉で 今あなたに伝えられるだろう 不器用な僕だけど ちゃんとあなたに届くように 明日が見えなくなって 信じることが怖くなって 過去を悔やんでは責めたりもしたけれど 僕を愛し続けてくれた人 もしも明日世界が終わっても 会えない日々が続いたとしても 僕はずっとあなたを想うよ あの日僕にくれたあなたの笑顔が 生きる力と勇気をくれたんだ 星が見えない 孤独な夜でも あなたがいる ただそれだけで 強くなれる 目が合えば笑って 一緒にいれば楽しくて 共に過ごした毎日は かけがえのないものだった 向かい風が冷たくて 忘れてしまいそうになるけど 通り過ぎてきた何気ない日々の中に 僕らの幸せは確かにあった もしも明けない夜の中で 一人静かに泣いているのなら あなたが僕を信じてくれたように 次は僕がその手を強く握るから 傷つくことから逃げていた この心動かすのは 弱さを見せないあなたが 初めて見せた涙 いつか僕に話してくれた あなたが描いた未来の中に 僕ら一緒にいられるように あなたがいることでどんな明日も 歩いていける光になるから 星が見えない孤独な夜でも 信じられる 僕らまたここで 笑える日を
13,115万キロのフィルム,"
Official髭男dism",藤原聡,藤原聡,これから歌う曲の内容は僕の頭の中のこと 主演はもちろん君で 僕は助演で監督でカメラマン 目の奥にあるフィルムで作る映画の話さ Ah くだらないなと笑ったんなら掴みはそれで万事OK！ 呆れていないでちょっと待って きっと気に入ってもらえると思うな ここまでのダイジェストを少しだけ見せるよ 初めて喧嘩した夜の涙 個人的に胸が痛むけれど そのまま見続けよう ごめんねと言って仲直りして手を握って… ほら、ここで君が笑うシーンが見どころなんだからさ Ah 写真にも映せやしないとても些細なその仕草に どんな暗いストーリーも覆す瞬間が溢れてる どれかひとつを切り取って サムネイルにしようとりあえず今の所は きっと10年後くらいにはキャストが増えたりもするんだろう 今でも余裕なんてないのにこんな安月給じゃもうキャパオーバー！ きっと情けないところも山ほど見せるだろう 苗字がひとつになった日も 何ひとつ代わり映えのない日も 愛しい日々尊い日々 逃さないように忘れないように焼き付けていくよ 今、目を細めて恥じらいあって永遠を願った僕たちを すれ違いや憂鬱な展開が引き裂こうとしたその時には 僕がうるさいくらいの声量でこの歌何度も歌うよ だからどうかそばにいて エンドロールなんてもん作りたくもないから クランクアップがいつなのか僕らには決められない だから風に吹かれていこう フィルムは用意したよ 一生分の長さを ざっと115万キロ ほら、ここで君が笑うシーンが見どころなんだからさ Ah 写真にも映せやしないとても些細なその仕草に どんな暗いストーリーも覆す瞬間が溢れてる どれかひとつを切り取って サムネイルにしよう さあ、これから生まれる名場面を探しにいこうよ 酸いも甘いも寄り添って 一緒に味わおうフィルムがなくなるまで 撮影を続けようこの命ある限り
14,Lemon,"
米津玄師",米津玄師,米津玄師,夢ならばどれほどよかったでしょう 未だにあなたのことを夢にみる 忘れた物を取りに帰るように 古びた思い出の埃を払う 戻らない幸せがあることを 最後にあなたが教えてくれた 言えずに隠してた昏い過去も あなたがいなきゃ永遠に昏いまま きっともうこれ以上 傷つくことなど ありはしないとわかっている あの日の悲しみさえ あの日の苦しみさえ そのすべてを愛してた あなたとともに 胸に残り離れない 苦いレモンの匂い 雨が降り止むまでは帰れない 今でもあなたはわたしの光 暗闇であなたの背をなぞった その輪郭を鮮明に覚えている 受け止めきれないものと出会うたび 溢れてやまないのは涙だけ 何をしていたの 何を見ていたの わたしの知らない横顔で どこかであなたが今 わたしと同じ様な 涙にくれ 淋しさの中にいるなら わたしのことなどどうか 忘れてください そんなことを心から願うほどに 今でもあなたはわたしの光 自分が思うより 恋をしていたあなたに あれから思うように 息ができない あんなに側にいたのに まるで嘘みたい とても忘れられない それだけが確か あの日の悲しみさえ あの日の苦しみさえ そのすべてを愛してた あなたとともに 胸に残り離れない 苦いレモンの匂い 雨が降り止むまでは帰れない 切り分けた果実の片方の様に 今でもあなたはわたしの光
15,マリーゴールド,"
あいみょん",あいみょん,あいみょん,風の強さがちょっと 心を揺さぶりすぎて 真面目に見つめた 君が恋しい でんぐり返しの日々 可哀想なふりをして だらけてみたけど 希望の光は 目の前でずっと輝いている 幸せだ 麦わらの帽子の君が 揺れたマリーゴールドに似てる あれは空がまだ青い夏のこと 懐かしいと笑えたあの日の恋 「もう離れないで」と 泣きそうな目で見つめる君を 雲のような優しさでそっとぎゅっと 抱きしめて 抱きしめて 離さない 本当の気持ち全部 吐き出せるほど強くはない でも不思議なくらいに 絶望は見えない 目の奥にずっと写るシルエット 大好きさ 柔らかな肌を寄せあい 少し冷たい空気を2人 かみしめて歩く今日という日に 何と名前をつけようかなんて話して ああ アイラブユーの言葉じゃ 足りないからとキスして 雲がまだ2人の影を残すから いつまでも いつまでも このまま 遥か遠い場所にいても 繋がっていたいなあ 2人の想いが 同じでありますように 麦わらの帽子の君が 揺れたマリーゴールドに似てる あれは空がまだ青い夏のこと 懐かしいと笑えたあの日の恋 「もう離れないで」と 泣きそうな目で見つめる君を 雲のような優しさでそっとぎゅっと 抱きしめて離さない ああ アイラブユーの言葉じゃ 足りないからとキスして 雲がまだ2人の影を残すから いつまでも いつまでも このまま 離さない いつまでも いつまでも 離さない
16,Make you happy,"
NiziU",J.Y. Park “The Asiansoul”・Yuka Matsumoto,J.Y. Park “The Asiansoul”・Lee Hae Sol,"Nothing ヒミツならNothing Something 特別なモノあげるのに どんなのがいい？ 笑顔にしたいのに That thing 探し出す キミのために もう ねぇねぇ 何見て 何聴いて 幸せ？ 話してみて すべてね Ooh I just wanna make you happy あ～もう！ 笑ってほしい 忘れちゃった笑顔も 大丈夫 ちゃんと取り戻して その笑顔見てるとき ほんと幸せ What do you want？ What do you need？ Anything Everything You, Tell me Gave me きれいな恋 Gave me Held me 小さなこの手繋いで 大切よ ひとりきりにはさせないよ Take me この私 全部あげたいの バレバレのハート 私だけのカード 忘れずに そばに来て Ooh I just wanna make you happy あ～もう！ 笑ってほしい 忘れちゃった笑顔も 大丈夫 ちゃんと取り戻して その笑顔見てるとき ほんと幸せ What do you want？ What do you need？ Anything Everything You, Tell me Tell me Like OOH-AHH FANCY me do not be ICY I'm So Hot no Good-bye Baby good-bye Tell me Like OOH-AHH FANCY me do not be ICY I'm So Hot no Good-bye Baby good-bye キミがくれる安心 寄り添って 休めるための場所 光が満ちて Feel いつだって 夢見てるの一緒 完全Sweetなメロディー 本当に癒してくるセオリー Put it on repeat 聴いて ずっと ずっと You're my favorite song Ooh I just wanna make you happy あ～もう！ 笑ってほしい 忘れちゃった笑顔も 大丈夫 ちゃんと取り戻して その笑顔見てるとき ほんと幸せ What do you want？ What do you need？ Anything Everything You, Tell me"
17,別の人の彼女になったよ,"
wacci",橋口洋平,橋口洋平,別の人の彼女になったよ 今度はあなたみたいに 一緒にフェスで大はしゃぎとかはしないタイプだけど 余裕があって大人で 本当に優しくしてくれるの 別の人の彼女になったよ 今度はあなたみたいに 映画見てても私より泣いてることなんてないし どんなことにも詳しくて 本当に尊敬できる人なの キスや態度だけで 終わらせたりせずに ちゃんと「好きだ」という 言葉でくれるの 怒鳴りあいはおろか 口喧嘩もなくて むしろ怒るとこが どこにもないの だからもう会えないや ごめんね だからもう会えないや ごめんね あなたも早くなってね 別の人の彼氏に 別の人の彼女になったよ あなたの時みたいに すっぴんだって笑っていられる私ではなくて 一生懸命お洒落して なるべくちゃんとしてるの 別の人の彼女になったよ あなたの時みたいに 大きな声で愚痴を言うような私ではなくて それをすると少しだけ 叱られてしまうから 夢や希望とかを 語ることを嫌って ちゃんと現実をね 見つめていて 正しいことだけしか 言わないから ずっとさらけ出せず おとなしくしてるの だからもう会えないや ごめんね だからもう会えないや ごめんね あなたも早くなってね だけど私はズルいから だからもう会いたいや ごめんね だからもう会いたいな ずるいね あなたも早くなってね 別の人の彼氏に 私が電話をしちゃう前に
18,夜に駆ける,"
YOASOBI",Ayase,Ayase,沈むように溶けてゆくように 二人だけの空が広がる夜に 「さよなら」だけだった その一言で全てが分かった 日が沈み出した空と君の姿 フェンス越しに重なっていた 初めて会った日から 僕の心の全てを奪った どこか儚い空気を纏う君は 寂しい目をしてたんだ いつだってチックタックと 鳴る世界で何度だってさ 触れる心無い言葉うるさい声に 涙が零れそうでも ありきたりな喜びきっと二人なら見つけられる 騒がしい日々に笑えない君に 思い付く限り眩しい明日を 明けない夜に落ちてゆく前に 僕の手を掴んでほら 忘れてしまいたくて閉じ込めた日々も 抱きしめた温もりで溶かすから 怖くないよいつか日が昇るまで 二人でいよう 君にしか見えない 何かを見つめる君が嫌いだ 見惚れているかのような恋するような そんな顔が嫌いだ 信じていたいけど信じれないこと そんなのどうしたってきっと これからだっていくつもあって そのたんび怒って泣いていくの それでもきっといつかはきっと僕らはきっと 分かり合えるさ信じてるよ もう嫌だって疲れたんだって がむしゃらに差し伸べた僕の手を振り払う君 もう嫌だって疲れたよなんて 本当は僕も言いたいんだ ほらまたチックタックと 鳴る世界で何度だってさ 君の為に用意した言葉どれも届かない 「終わりにしたい」だなんてさ 釣られて言葉にした時 君は初めて笑った 騒がしい日々に笑えなくなっていた 僕の目に映る君は綺麗だ 明けない夜に溢れた涙も 君の笑顔に溶けていく 変わらない日々に泣いていた僕を 君は優しく終わりへと誘う 沈むように溶けてゆくように 染み付いた霧が晴れる 忘れてしまいたくて閉じ込めた日々に 差し伸べてくれた君の手を取る 涼しい風が空を泳ぐように今吹き抜けていく 繋いだ手を離さないでよ 二人今、夜に駆け出していく
19,ただ君に晴れ,"
ヨルシカ",n-buna,n-buna,夜に浮かんでいた 海月のような月が爆ぜた バス停の背を覗けば あの夏の君が頭にいる だけ 鳥居 乾いた雲 夏の匂いが頬を撫でる 大人になるまでほら、背伸びしたままで 遊び疲れたらバス停裏で空でも見よう じきに夏が暮れても きっときっと覚えてるから 追いつけないまま大人になって 君のポケットに夜が咲く 口に出せないなら僕は一人だ それでいいからもう諦めてる だけ 夏日 乾いた雲 山桜桃梅 錆びた標識 記憶の中はいつも夏の匂いがする 写真なんて紙切れだ 思い出なんてただの塵だ それがわからないから、口を噤んだまま 絶えず君のいこふ 記憶に夏野の石一つ 俯いたまま大人になって 追いつけない ただ君に晴れ 口に出せないまま坂を上った 僕らの影に夜が咲いていく 俯いたまま大人になった 君が思うまま手を叩け 陽の落ちる坂道を上って 僕らの影は 追いつけないまま大人になって 君のポケットに夜が咲く 口に出せなくても僕ら一つだ それでいいだろ、もう 君の想い出を噛み締めてるだけ
20,HAPPY BIRTHDAY,"
back number",清水依与吏,清水依与吏,いつの間にやら日付は変わって なんで年って取るんだろう もう背は伸びないくせに 着信の音で飛び起きたけど損したな 君かと思ったのに 何かの手違いで 好きになってくれないかな どうにも君のいない場所は 空気が薄くてさ くだらない話は思い付くのに 君を抱き締めていい理由だけが見付からない ああそうか そうだよな ハッピーバースデー 片想いの俺 愛が何かは知らないけれど 好きと言う名前の痛みになら詳しいかも 君にも教えてあげたいけれど結局 教わるのは俺だろう このまま今日が終わり明日が来れば いつになっても縮まらないこの距離を 駆け引きにも綱引きにもならないやり取りを もっと単純な名前で呼んであげられるよ 何ひとつ終われないけど つまらない言葉の繰り返しで つじつまもきっと合ってない物語の続きに ひとりよがりの毎日に ハッピーバースデー 君に言って欲しいだけ くだらない話は思い付くのに 君を抱き締めていい理由だけが見付からない ああそうか そうだよな ハッピーバースデー 片想いの俺 ハッピーバースデー 片想いの俺
21,裸の心,"
あいみょん",あいみょん,あいみょん,いったいこのままいつまで 1人でいるつもりだろう だんだん自分を憎んだり 誰かを羨んだり いつかいつかと 言い聞かせながら 今日まで沢山愛してきた そして今も この恋が実りますように 少しだけ少しだけ そう思わせて 今、私 恋をしている 裸の心 抱えて バイバイ愛しの思い出と 私の夢見がちな憧れ 優しくなれたよ 少しね 強くもなれたみたい どんな未来も 受け止めてきたの 今まで沢山夜を越えた そして今も この恋の行く先なんて 分からない 分からない ただ想いを 今、私 伝えに行くから 裸の心 受けとめて 恋なんてしなきゃよかったと あの時も あの夜も 思っていたの 今、私 また恋をしている 裸の心 震わせて この恋が実りますように 少しだけ少しだけ そう思わせて 今、私 恋をしている 裸の心 抱えて
