,Song_Title,Artist,Lyricist,Composer,Lyric
10,ホワイトキス,"
鈴木鈴木",鈴木鈴木,鈴木鈴木,I remember POLOのマフラー巻いてる姿が 子犬みたいで僕の心は くすぐられてた I remember 離れていた186日 どこに行くにも君で溢れ返ってた 冬の匂いがしてきたこの街 僕は君とあの頃のように キスをしたい ホワイトキスはそうさ君だけ でっかいツリーに身を委ねて 君のこと考えながら待つ僕は幸せ者 もう来ないと思ってた今宵にさ 僕からの贈り物を 溶けて消えないように願いを込めて 着ないままに仕舞うトレーナー 今夜これに揃えてディナー 多分、前の僕達なら普通だったのかもね 緑黄赤の信号機もこの日だけはクリスマス色 夜の裏原もきっとLoVeで溢れ返る銀世界 「もう少しで着くよ」その返信に 「一緒くらいだね！気をつけてね」 左のポッケ温めながら ホワイトキスはそうさ君だけ でっかいツリーに身を委ねて 君のこと考えながら待つ僕は幸せ者 もう来ないと思ってた今宵にさ 悴む手温めて 白雪待ち続けてる oh no バイト終わりの君が 変わらないマフラーに包まれて来た 「寒いから」と入れてくる左ポッケ oh baby ホワイトキスはそうさ君だけ でっかいツリーは恋を実らせ 世界で1番なんて言えるほど幸せだよ もう来ないと思ってた今宵にさ その左手を取って 降り積もったこの気持ちに リボン 「君」をかけて 会えない夜の月を何度も 見てきた僕だから君のこと 一生かけて大切にするよ I promise you
11,ハート,"
あいみょん",あいみょん,あいみょん,伝えることが難しいこと 近くにいればいるほど なんだか胸が痛い 眠たい夜に眠れないこと 予測できない帰りを待ってる私がいる ひとつになる度、期待すること 近くにいればいつかは待ってる？ 柔い時間 見過ぎた理想と笑われたこと 私の隅で小さく高鳴ってる 未来が泣く さようならは嫌 わがままかしら？ ただ貴方の、貴方の心を奪えたら... 寒さに負けないような ぬくもりで貴方のことを 温めてあげられる 自信のある恋ばかりじゃないけれど 私のこの眼に嘘がないこと 解って欲しい きっと これは恋の始まり 伝えれば済むと分かってること 「遠くに行かないでよ」 って少し、胸が言いたい 寝つけない夜に 暴れ出す鼓動 私の中溢れ出す愛情で 締め付けたい ずっと笑っているのも 起きてすぐ描くアイラインも ただ貴方に、貴方に認めて欲しいから 誰にも負けないような ぬくもりで貴方のことを 抱きしめてあげられる 自慢できるほどの恋はしたことがないけど 私は貴方を たまに怒らせたりして 優柔不断に泣いて 貴方を困らせる天才だね でも、ふたり結ばれてから 始まる恋もあるよ？ だから 今日も 貴方を想ってる 寒さに負けないような ぬくもりで貴方のこと 温めてあげられる 自信のある恋ばかりじゃないけれど 私のこの眼に嘘がないこと 解って欲しい きっとこれは恋の始まり きっとこれが恋の始まり
12,明け星,"
LiSA",梶浦由記,梶浦由記,太陽を朱く閉じ込めて 車輪(くるま)は何処へ進む 混沌の吹き荒れる夜に 僕らの声が響いた 願いのあかりを灯して 心は夢を脱ぎ捨てて 白い道を行く 昏い空には明け星が未来を どうしても指して動かないから 優しく誘う昨日に手を振って 僕らは泣いた また走り出すため 迷っても嘆いても生命(いのち)は 明るい方へ手を伸ばすから 光を祈り空高く、歌声 せめて君に届くように 真実は勝ち残った後に 誰かが置いて行くもの 獰猛な獣が呼び合う 世界は傷を重ね 血の色に濡れた 遠吠えが月を堕とす 常闇に潜む小さな花 僕らは光を祈る手のひらで 滅ぼし合ったり 君を抱きしめたり 願いが叶うその日まで まだ紅に染まらない 白い道を行く 胸の中にある灯りが未来を どうしても指して消えないんだ 冷たく深く閉ざした心にも 小さく強く 輝き続けてる 思い出よ哀しみよ僕らを 明るい方へ送り出してよ 東の地平空高く、明け星 遥か遠い道の上に 太陽を追いかけて 車輪(くるま)は進む 混沌の歌 昏い空には明け星が静かに ただ一筋の光をくれた
13,水平線,"
back number",清水依与吏,清水依与吏,出来るだけ嘘は無いように どんな時も優しくあれるように 人が痛みを感じた時には 自分の事のように思えるように 正しさを別の正しさで 失くす悲しみにも出会うけれど 水平線が光る朝に あなたの希望が崩れ落ちて 風に飛ばされる欠片に 誰かが綺麗と呟いてる 悲しい声で歌いながら いつしか海に流れ着いて 光って あなたはそれを見るでしょう 自分の背中は見えないのだから 恥ずかしがらず人に尋ねるといい 心は誰にも見えないのだから 見えるものよりも大事にするといい 毎日が重なる事で 会えなくなる人も出来るけれど 透き通るほど淡い夜に あなたの夢がひとつ叶って 歓声と拍手の中に 誰かの悲鳴が隠れている 耐える理由を探しながら いくつも答えを抱えながら悩んで あなたは自分を知るでしょう 誰の心に残る事も 目に焼き付く事もない今日も 雑音と足音の奥で 私はここだと叫んでいる 水平線が光る朝に あなたの希望が崩れ落ちて 風に飛ばされる欠片に 誰かが綺麗と呟いてる 悲しい声で歌いながら いつしか海に流れ着いて 光って あなたはそれを見るでしょう あなたはそれを見るでしょう
14,虹,"
菅田将暉",石崎ひゅーい,石崎ひゅーい,泣いていいんだよ そんな一言に僕は救われたんだよ ほんとにありがとう 情けないけれど だらしないけれど 君を想う事だけで 明日が輝く ありのままの二人でいいよ 陽だまりみつけて遊ぼうよ ベランダで水をやる君の 足元に小さな虹 ねぇ 一生そばにいるから 一生そばにいて 一生離れないように 一生懸命に きつく結んだ目がほどけないように かたくつないだ手を離さないから ママの優しさとパパの泣き虫は まるで僕らのようでさ 未来が愛しい 大きな夢じゃなくていいよ 自分らしくいれたらいいよ ひとりぼっち 迷った時は あの頃を思い出して ああ さみしい夜を半分 僕に預けて欲しい うれしい日々は十分に 笑い合っていたい どんな言葉でも足りないよな 君のぬくもりに触れたせいかな 家族や友達のこと こんな僕のこと いつも大事に笑うから 泣けてくるんだよ 何にもなかった空に ぽつんと輝いていた 「ありがとう」に代わる言葉 ずっと探していたんだ 一生そばにいるから 一生そばにいて 一生離れないように 一生懸命に きつく結んだ目がほどけないように かたくつないだ手を離さないから 離さないから
15,なんでもないよ、,"
マカロニえんぴつ",はっとり,はっとり,僕には何もないな 参っちまうよもう とっておきのセリフも特別な容姿も きみがくれたのは愛や幸せじゃない とびっきりの普通と そこに似合う笑顔だ 僕でよかったかい？こんな僕でよかったのかい？ なんて訊いたりしないよ、だって君がよかったんだ そんな僕の予感なんだ からだは関係ないほどの心の関係 言葉が邪魔になるほどの心の関係 会いたいとかね、そばに居たいとかね、守りたいとか そんなんじゃなくて ただ僕より先に死なないでほしい そんなんでもなくて、ああ、やめときゃよかったな 「何でもないよ」なんでもないよ、 僕には何もないな、ってそんなこともないな 君の本気で怒った顔も呑気に眠る顔も きっとこの先いちばん映していくこの目 君の大きい笑い声をきっと誰よりも たくさんきけるのは僕のこの耳 からだは関係ないほどの心の関係 言葉が邪魔になるほどの心の関係 会いたいとかね、そばに居たいとかね、守りたいとか そんなんじゃなくて ただ僕より先に死なないでほしい そんなんでもなくて、ああ、よしときゃよかったか 「何でもないよ」 会いたいとかね、離さないから離れないでとか そんなんじゃなくて そんなもんじゃなくって、ああ何が言いたかったっけ 「何でもないよ」なんでもないよ、 君といるときの僕が好きだ
16,シル・ヴ・プレジデント,"
P丸様。",ナナホシ管弦楽団,岩見陸,"ロマンスの不祥事 逃がさない 消してあげる 宣誓！ 私が大統領になったら 人の男にちょっかいかける女は島流しにします 宣誓！ 私が大統領になったら いやただの友達だよ～って誤魔化す奴はヘソから電気を流します だ・だ・だ・大胆不敵 センセーショナルクローズアップ D,D,D,Don't cry やるぜ徹底的にリサーチだ 大嫌い？ しょうがない？ クズは病気ね バイバイ・バイ 権力！ 財産！ 地位名声！！ なんにもないけど裁きたいでしょ？ だ・だ・だ・大統領になったらね まずは君を捕まえるね 濡れたタオルで 洗いざらい吐かせるね(だ・だ・だ！) 誰ですか あの女(いやぁ～) ダメですか そうですか(あちゃ～) ロマンスの不祥事 逃がさない 消してあげる しる・ヴ・ぷれぷれ プレジデント 宣誓！ 私が大統領になったら ただの仕事の付き合いだよ？って言う奴は 二度と働けなくしてやります 宣誓！ 以下略！ いや向こうが強引でさ～っていう男の口には レジンを流し込んで固めてやります！ み・み・み・密着 まるでドン・ファン気取りスキャンダラス ま・ま・ま・末端価格 甲斐性なしのスクープね 愛はない？ 理由じゃない 悪くないのね はいはいはい 軽薄！ のうのう！ いけしゃあしゃあ！！ なんにもないとかありえないでしょ？ だ・だ・だ・大統領になってもね たぶん君は変わらないね しらっととぼけて のらりくらり かわすのね(で・で・で！) デートですか こんばんは(うわぁ～) 本気ですか そうですか(ほらぁ～) 情熱とは不注意 微熱も消してしまいたい だ・だ・だ・大統領になったらね マジで君を捕まえるね 濡れたタオルで 洗いざらい吐かせるね(ど・ど・ど！) どこですか 今あんた(おやぁ～？) 見っけちゃった バレちゃった(おらー！) 夜道にはご用心 さよなら代わりに銃声 しる・ヴ・ぷれぷれ プレジデント"
17,クリスマスソング,"
back number",清水依与吏,清水依与吏,どこかで鐘が鳴って らしくない言葉が浮かんで 寒さが心地よくて あれ なんで恋なんかしてんだろう 聖夜だなんだと繰り返す歌と わざとらしくきらめく街のせいかな 会いたいと思う回数が 会えないと痛いこの胸が 君の事どう思うか教えようとしてる いいよ そんな事自分で分かってるよ サンタとやらに頼んでも仕方ないよなぁ できれば横にいて欲しくて どこにも行って欲しくなくて 僕の事だけをずっと考えていて欲しい でもこんな事を伝えたら格好悪いし 長くなるだけだからまとめるよ 君が好きだ はしゃぐ恋人達は トナカイのツノなんか生やして よく人前で出来るなぁ いや 羨ましくなんてないけど 君が喜ぶプレゼントってなんだろう 僕だけがあげられるものってなんだろう 大好きだと言った返事が 思ってたのとは違っても それだけで嫌いになんてなれやしないから 星に願いをなんてさ 柄じゃないけど 結局君じゃないと嫌なんだって 見上げてるんだ あの時君に 出会って ただそれだけで 自分も知らなかった自分が次から次に 会いたいと毎日思ってて それを君に知って欲しくて すれ違う人混みに君を探している こんな日は他の誰かと笑ってるかな 胸の奥の奥が苦しくなる できれば横にいて欲しくて どこにも行って欲しくなくて 僕の事だけをずっと考えていて欲しい やっぱりこんな事伝えたら格好悪いし 長くなるだけだからまとめるよ 君が好きだ 聞こえるまで何度だって言うよ 君が好きだ
18,炎,"
LiSA",梶浦由記・LiSA,梶浦由記,さよなら ありがとう 声の限り 悲しみよりもっと大事なこと 去りゆく背中に伝えたくて ぬくもりと痛みに間に合うように このまま続くと思っていた 僕らの明日を描いていた 呼び合っていた光がまだ 胸の奥に熱いのに 僕たちは燃え盛る旅の途中で出会い 手を取りそして離した 未来のために 夢が一つ叶うたび 僕は君を想うだろう 強くなりたいと願い 泣いた 決意を餞に 懐かしい思いに囚われたり 残酷な世界に泣き叫んで 大人になるほど増えて行く もう何一つだって失いたくない 悲しみに飲まれ落ちてしまえば 痛みを感じなくなるけれど 君の言葉 君の願い 僕は守りぬくと誓ったんだ 音を立てて崩れ落ちて行く 一つだけの かけがえのない世界 手を伸ばし抱き止めた激しい光の束 輝いて消えてった 未来のために 託された幸せと 約束を超えて行く 振り返らずに進むから 前だけ向いて叫ぶから 心に炎を灯して 遠い未来まで……
19,沈丁花,"
DISH//",はっとり(マカロニえんぴつ),はっとり(マカロニえんぴつ)・北村匠海,いつもいつも ありがとうね なんでそれが言えないんだろ 「負けないことが本当の強さじゃない」 そう教えてくれたあなた 沈丁花の花 種をまいた九月 僕が何か分からなくなって、しまった十月 弁当箱の愛を食べ切れず残して 暗い顔なんて見せまいと 笑い方を忘れた十二月 平凡でごめんよ母さん ただいま「おかえり」あと、あのさ いつもいつも ありがとうね なんでそれが言えないかな 「選ぶ道より、選んだ勇気じゃない？」 そう言ってくれたあなた 一丁前の花になるための旅は 踏み潰されても起き上がる友と共に続く 逃げたい！やめたい！少しつらい ぜんぶあなたに言えてたらなあ もしも僕が諦めてしまっても 笑ってくれますか？ 夢は夢で夢らしく？ じゃあ僕は僕らしく、こっそりゆっくり迎えに行く いつもいつも ありがとうね 今日はそれが言えなくちゃな 「進め！進め！振り返る日のために」 そう思えたんだ僕は
20,なにやってもうまくいかない,"
meiyo",meiyo,meiyo,(バカクソゴミクズきちゃない言葉で誰かを傷付けた 無視するつもりが真に受けタラレバほらまた傷付いた 大好きだったものちょっと嫌いになりそうな気がしてた やりもしないくせ出来もしないくせ偉そうな口きくな) なにやってもうまくいかない 脳内じゃ戦争だもんね、突っ立ってたって なにやってもうまくいかない 愛して、愛して なにやってもうまくいかない 大惨事w『うっせぇわ』『低脳』聞いたことあんぞ なにやってもうまくいかない なにやってもうまくいかない はぁ 「ほら」「見て」「スゴイでしょう！」が発端になり インスパイア オマージュが飛びかうフィールドで 淡々とオリジナリティだかなんだか模索していけって？ 茨でバラバラな脳内です 何歳下かもわかんないおこちゃまが評価されてんだ どうかしてるよな って、そっちのセリフよな まぁ良いから全部聞き流して下さいどうか (バカクソゴミクズきちゃない言葉で誰かを傷付けた 無視するつもりが真に受けタラレバほらまた傷付いた 大好きだったものちょっと嫌いになりそうな気がしてた やりもしないくせ出来もしないくせ偉そうな口きくな) なにやってもうまくいかない 脳内じゃ戦争だもんね、突っ立ってたって なにやってもうまくいかない 愛して、愛して なにやってもうまくいかない 大惨事w『うっせぇわ』『低脳』聞いたことあんぞ なにやってもうまくいかない なにやってもうまくいかない 嫌になっても戻りはしない だんだんとさ 気付いてんだ 同化してたって ってかはなから戻れはしない どうして、どうして あとちょっとで乗れやしない 乗客は満杯だもんね ジッとしてたって なにやってもうまくいかない なにやってもうまくいかない はぁ～あ 「そうか！」気付いて傷付いてスローダウン あっという間に折衷案 ムシャクシャはフルテンです ダンスダンダンスダンスを踊れ踊れ 卍パーティぶっ壊してしらばっくれ尽くせ(笑) 一般ピーポー連行せえよ 電光石火で 鉄板のネタもはや前方後円墳…は？ (私がこれまでどれだけ努力したかしてないかに関わらないまま 独自の物差しあてがってんなよ今に見てろクソが 汚い言葉を吐いて自分を納得させるのは簡単ですけど ところでお前の生きがいソレなの？悔い改めろよな 適当なところで飽きたと投げ出しその実 力量不足の誤魔化し 黙っておいたら良いのに甚だ宝の持ち腐れ うだうだ言ってるお前にゃ将来ないからどうぞ楽しみに生きなよ 何にも成し遂げないまま三途の川でも眺めてな) なにやってもうまくいかない 脳内じゃ戦争だもんね、突っ立ってたって なにやってもうまくいかない 愛して、愛して なにやってもうまくいかない 大惨事w『うっせぇわ』『低脳』聞いたことあんぞ なにやってもうまくいかない なにやってもうまくいかない なにやってもうまくいかない 戦々は恐々だもんね、ツッパってたって なにやってもうまくいかない 愛して、愛さないで なにやってもうまくいかない 心配してるフリしてんの？もう気付いてるよ なにやってもうまくいかない なにやってもうまくいかない 何にもやってないだけじゃない？
